Title,Rating,Votes,Duration,Genre
347. Spillover,8.1, (24),1h 58m,sci-fi
348. Kantil,6.8, (8),1h,sci-fi
349. Alien AI: Abducted,7.8, (19),1h 30m,sci-fi
350. Vstretimsya vchera,9.1, (493),2h 5m,sci-fi
351. Biónica,7.0, (9),1h 16m,sci-fi
352. Abduction: The Harvesting,8.1, (22),1h 20m,sci-fi
353. Blue Caveman,8.6, (14),1h 45m,sci-fi
354. Darshini,4.3, (20),1h 10m,sci-fi
355. Boomerang,4.0, (6),1h 13m,sci-fi
356. Man vs Phone,6.4, (5),1h 6m,sci-fi
357. Quadrant: Noir Version,4.3, (49),1h 54m,sci-fi
358. Decibel,8.9, (62),1h 3m,sci-fi
359. Adabana,8.9, (9),50m,sci-fi
360. The Film Café,9.3, (23),1h 59m,sci-fi
361. Indrani: Epic-1 Dharam vs Karam,3.7, (14),1h 36m,sci-fi
362. Behind the Bucket: A Garrison Story,8.4, (16),17m,sci-fi
363. Tobias and the Arcane Merchant,7.3, (12),1h 20m,sci-fi
364. Between Time and Space: E.S.T.,7.1, (70),3h 14m,sci-fi
365. Ogiva: O Mundo Não é Mais Nosso,8.6, (10),1h 14m,sci-fi
366. Back to 2005,7.9, (13),1h 22m,sci-fi
367. She's God: The Book of Eden,5.8, (17),1h 32m,sci-fi
368. Habitat,8.8, (32),1h 5m,sci-fi
369. Megalodon Returns,7.7, (22),2h 2m,sci-fi
370. Submerged,6.9, (17),1h 45m,sci-fi
371. Sith Wars: Episódio III - Fantasmas Dos Sith,5.8, (27),45m,sci-fi
372. The Box,7.0, (12),49m,sci-fi
373. Gasmask Girl,8.4, (7),1h,sci-fi
374. Tape 52,8.4, (7),1h 18m,sci-fi
375. Spelonk,6.5, (16),1h 37m,sci-fi
376. Horse with No Name,7.6, (10),46m,sci-fi
377. The Uncertainty Principle,6.4, (9),1h 34m,sci-fi
378. Zegapain STA,8.5, (8),1h 56m,sci-fi
379. Bright Forests,6.6, (7),52m,sci-fi
380. Neon Girls,6.2, (26),1h 38m,sci-fi
381. Cloud Chamber,7.2, (8),1h 26m,sci-fi
382. Quantum Supremacy,5.0, (9),40m,sci-fi
383. Asker Zon,8.8, (11),1h 30m,sci-fi
384. Devi Danger,7.8, (12),1h 20m,sci-fi
385. Doctor Cerebro,8.2, (11),7m,sci-fi
386. Kadaisi Ulaga Por,8.5, (6),1h 11m,sci-fi
