Title,Rating,Votes,Duration,Genre
184. Blue Sun Palace,6.6, (112),1h 50m,romance
185. O Melhor Amigo,7.4, (25),2h 14m,romance
186. Chainsaws Were Singing,7.2, (341),1h 25m,romance
187. Christmas in the Spotlight,5.8, (659),1h 38m,romance
188. Gelin Takimi,2.4, (1.7K),2h 11m,romance
189. Hear Me: Our Summer,7.5, (609),1h 29m,romance
190. Albany Road,7.7, (107),1h 29m,romance
191. Wanted: Girlfriend,4.1, (216),1h 46m,romance
192. 0000 Kilometre,2.9, (120),2h 30m,romance
193. Ajosepo,8.7, (52),1h 38m,romance
194. Marry Christmas,6.9, (57),1h 28m,romance
195. The Glory of Life,6.6, (420),1h 23m,romance
196. Ipar Adalah Maut,7.0, (1.2K),2h 52m,romance
197. Love Switch,6.0, (222),1h 30m,romance
198. A Toast to Love,6.1, (108),2h 20m,romance
199. Goyo,6.6, (2.2K),1h 53m,romance
200. Mr. Bachchan,3.6, (5.2K),1h 34m,romance
201. When in Rome,6.1, (724),1h 48m,romance
202. Love... Reconsidered,4.3, (127),1h 42m,romance
203. Swoon,6.0, (13),2h 17m,romance
204. Don't Say It,8.8, (33),1h 31m,romance
205. Trisha on the Rocks,5.2, (3K),2h,romance
206. The Everything Pot,7.4, (29),1h 41m,romance
207. Do Aur Do Pyaar,6.4, (12K),1h 30m,romance
208. Dandelion,5.3, (386),2h 10m,romance
209. ¿Vienes o Voy?,6.7, (15),1h 31m,romance
210. Shigatsu ni nareba kanojo wa,6.2, (417),1h 53m,romance
211. Sex Love Venice,4.8, (307),2h 54m,romance
212. Tillu Square,6.6, (3.4K),1h 39m,romance
213. Addition,8.2, (29),1h 32m,romance
214. The Swedish Torpedo,6.4, (133),2h 28m,romance
215. The Time of Fever,8.0, (620),1h 25m,romance
216. Alterlove,7.6, (788),1h 30m,romance
217. Viva La Vida,5.9, (190),1h 55m,romance
218. Beauty and the Billionaire: Bali,6.5, (350),2h 11m,romance
219. A Vintage Christmas,5.1, (289),1h 53m,romance
220. Verliefd op Bali,6.9, (26),1h 41m,romance
221. Boys on Film 24: Happy Endings,5.8, (302),1h 37m,romance
222. El Roomie,4.4, (263),1h 48m,romance
223. Umjolo: The Gone Girl,6.4, (2.9K),1h 34m,romance
224. Siddharth Roy,6.7, (174),2h,romance
225. Writing a Love Song,4.7, (184),1h 20m,romance
226. A European Christmas,5.5, (1.3K),1h 30m,romance
227. Love at 39 Degrees,7.2, (42),1h 30m,romance
228. A Man's Promise,6.8, (1.5K),1h 35m,romance
229. Mai,7.0, (113),1h 44m,romance
230. Kupu-Kupu Kertas,6.6, (332),58m,romance
231. Perfect Match,4.5, (150),1h 38m,romance
232. First Taste,6.6, (133),2h 8m,romance
233. Every You Every Me,4.6, (1.3K),1h 56m,romance
234. Kill Me If You Dare,5.2, (237),45m,romance
235. Ahl Al Kahf,7.8, (8),1h 39m,romance
236. Given 3: To the Sea,6.1, (313),2h 16m,romance
237. Once Upon a Christmas Wish,8.6, (85),1h 57m,romance
238. Seven Seas Seven Hills,6.3, (345),1h 30m,romance
239. Los pequeños amores,8.0, (67),1h 26m,romance
240. Ek Anjaan Rishtey Ka Guilt 3,5.6, (44),2h 48m,romance
241. Krista,4.7, (185),1h 51m,romance
